dt,AverageTemperature
1949-07-01,19.886000000000006
1949-08-01,19.31
1949-09-01,16.98
1949-10-01,10.93
1949-11-01,6.736000000000001
1949-12-01,1.991
1950-01-01,-5.0600000000000005
1950-02-01,0.878
1950-03-01,6.174
1950-04-01,11.674
1950-05-01,17.579
1950-06-01,20.253
1950-07-01,22.994
1950-08-01,21.254
1950-09-01,16.726
1950-10-01,8.456999999999999
1950-11-01,5.279
1950-12-01,2.752
1951-01-01,1.505
1951-02-01,3.468
1951-03-01,5.515
1951-04-01,10.797
1951-05-01,15.538
1951-06-01,19.529
1951-07-01,20.78
1951-08-01,21.712
1951-09-01,17.795
1951-10-01,8.738999999999999
1951-11-01,7.1610000000000005
1951-12-01,0.7290000000000001
1952-01-01,-0.3229999999999999
1952-02-01,-0.3169999999999999
1952-03-01,1.29
1952-04-01,13.195
1952-05-01,14.456
1952-06-01,19.001
1952-07-01,22.405
1952-08-01,23.061
1952-09-01,15.309
1952-10-01,9.703
1952-11-01,3.893
1952-12-01,0.28
1953-01-01,-0.428
1953-02-01,0.049
1953-03-01,4.401
1953-04-01,11.213
1953-05-01,14.619000000000002
1953-06-01,19.814
1953-07-01,22.058000000000003
1953-08-01,19.076
1953-09-01,16.93
1953-10-01,11.687
1953-11-01,2.897
1953-12-01,-0.645
1954-01-01,-7.417000000000001
1954-02-01,-6.267
1954-03-01,6.148
1954-04-01,7.705999999999999
1954-05-01,15.357
1954-06-01,20.67
1954-07-01,19.357
1954-08-01,20.466
1954-09-01,17.596
1954-10-01,9.515
1954-11-01,4.155
1954-12-01,2.518
1955-01-01,-1.741
1955-02-01,0.66
1955-03-01,3.06
1955-04-01,7.336
1955-05-01,14.514
1955-06-01,18.341
1955-07-01,20.361
1955-08-01,19.374
1955-09-01,16.335
1955-10-01,10.562
1955-11-01,4.296
1955-12-01,2.011
1956-01-01,0.213
1956-02-01,-8.625
1956-03-01,1.495
1956-04-01,10.147
1956-05-01,15.178
1956-06-01,18.476
1956-07-01,20.853
1956-08-01,20.536
1956-09-01,16.575
1956-10-01,9.584
1956-11-01,0.8410000000000002
1956-12-01,-0.135
1957-01-01,-2.735
1957-02-01,3.46
1957-03-01,5.996
1957-04-01,10.882
1957-05-01,13.214
1957-06-01,20.895
1957-07-01,21.664
1957-08-01,19.757
1957-09-01,15.43
1957-10-01,9.839
1957-11-01,5.575
1957-12-01,-0.307
1958-01-01,-2.033
1958-02-01,2.783
1958-03-01,0.8590000000000001
1958-04-01,7.794
1958-05-01,19.054
1958-06-01,17.962
1958-07-01,21.489
1958-08-01,20.851
1958-09-01,16.197
1958-10-01,10.427
1958-11-01,5.6
1958-12-01,2.3560000000000003
1959-01-01,-1.091
1959-02-01,-1.33
1959-03-01,7.403
1959-04-01,10.561
1959-05-01,15.385
1959-06-01,18.352
1959-07-01,22.022
1959-08-01,19.923
1959-09-01,14.059
1959-10-01,8.908999999999997
1959-11-01,4.767
1959-12-01,3.435
1960-01-01,-2.674
1960-02-01,-0.605
1960-03-01,5.787000000000001
1960-04-01,10.115
1960-05-01,14.806
1960-06-01,19.285
1960-07-01,19.376
1960-08-01,19.986
1960-09-01,14.619000000000002
1960-10-01,11.747
1960-11-01,7.1160000000000005
1960-12-01,3.993
1961-01-01,-2.206
1961-02-01,1.414
1961-03-01,7.252999999999999
1961-04-01,13.362
1961-05-01,14.004
1961-06-01,19.869
1961-07-01,19.554
1961-08-01,20.158
1961-09-01,17.837
1961-10-01,12.45
1961-11-01,5.851
1961-12-01,-1.325
1962-01-01,-0.3459999999999998
1962-02-01,-0.8190000000000001
1962-03-01,1.3969999999999998
1962-04-01,11.937
1962-05-01,14.758
1962-06-01,17.351
1962-07-01,19.02
1962-08-01,21.809
1962-09-01,15.474
1962-10-01,10.550999999999998
1962-11-01,6.002999999999999
1962-12-01,-3.317
1963-01-01,-7.494
1963-02-01,-4.305
1963-03-01,2.262
1963-04-01,11.51
1963-05-01,16.651
1963-06-01,19.804
1963-07-01,22.399
1963-08-01,21.406
1963-09-01,17.415
1963-10-01,9.901
1963-11-01,8.567
1963-12-01,-4.425
1964-01-01,-8.18
1964-02-01,-1.7319999999999998
1964-03-01,2.173
1964-04-01,11.117
1964-05-01,14.902
1964-06-01,22.024
1964-07-01,20.862
1964-08-01,18.971
1964-09-01,15.584
1964-10-01,10.582
1964-11-01,5.912999999999999
1964-12-01,0.069
1965-01-01,-0.6019999999999999
1965-02-01,-3.924
1965-03-01,4.853
1965-04-01,8.884
1965-05-01,13.968
1965-06-01,18.681
1965-07-01,19.907
1965-08-01,18.017
1965-09-01,16.628
1965-10-01,8.956
1965-11-01,2.387
1965-12-01,1.141
1966-01-01,-4.404999999999999
1966-02-01,5.375
1966-03-01,4.931
1966-04-01,12.308
1966-05-01,15.663
1966-06-01,18.557
1966-07-01,19.918000000000006
1966-08-01,19.518
1966-09-01,15.739
1966-10-01,14.434
1966-11-01,4.894
1966-12-01,0.392
1967-01-01,-3.799
1967-02-01,0.3429999999999999
1967-03-01,6.385
1967-04-01,10.108
1967-05-01,16.002
1967-06-01,18.517
1967-07-01,22.376
1967-08-01,20.679
1967-09-01,18.039
1967-10-01,12.19
1967-11-01,4.89
1967-12-01,-1.159
1968-01-01,-3.571
1968-02-01,2.466
1968-03-01,5.382999999999999
1968-04-01,12.555
1968-05-01,16.849
1968-06-01,20.417
1968-07-01,20.33
1968-08-01,18.988
1968-09-01,16.055
1968-10-01,10.161
1968-11-01,6.55
1968-12-01,-2.153
1969-01-01,-4.167999999999998
1969-02-01,-0.2939999999999999
1969-03-01,3.24
1969-04-01,9.673
1969-05-01,18.15
1969-06-01,18.053
1969-07-01,20.443
1969-08-01,19.25
1969-09-01,16.309
1969-10-01,10.630999999999998
1969-11-01,7.255
1969-12-01,-2.447
1970-01-01,-1.497
1970-02-01,-0.6509999999999999
1970-03-01,3.901
1970-04-01,10.017
1970-05-01,13.994000000000002
1970-06-01,19.242
1970-07-01,20.318
1970-08-01,19.875
1970-09-01,15.034
1970-10-01,8.965
1970-11-01,6.87
1970-12-01,0.3389999999999999
1971-01-01,-1.3019999999999998
1971-02-01,1.795
1971-03-01,2.724
1971-04-01,10.947
1971-05-01,17.717
1971-06-01,18.162
1971-07-01,20.502
1971-08-01,21.573
1971-09-01,13.953
1971-10-01,8.866
1971-11-01,4.157
1971-12-01,1.965
1972-01-01,-1.5830000000000002
1972-02-01,3.3680000000000003
1972-03-01,7.42
1972-04-01,11.81
1972-05-01,15.755
1972-06-01,19.84
1972-07-01,21.8
1972-08-01,19.308
1972-09-01,13.34
1972-10-01,8.017000000000001
1972-11-01,4.796
1972-12-01,0.603
1973-01-01,-1.0379999999999998
1973-02-01,2.023
1973-03-01,4.823
1973-04-01,9.335
1973-05-01,16.322
1973-06-01,18.6
1973-07-01,20.341
1973-08-01,20.32
1973-09-01,17.187
1973-10-01,9.128
1973-11-01,2.092
1973-12-01,-0.999
1974-01-01,0.1859999999999999
1974-02-01,4.7650000000000015
1974-03-01,8.011000000000001
1974-04-01,9.66
1974-05-01,14.028
1974-06-01,16.814
1974-07-01,19.416
1974-08-01,21.703000000000003
1974-09-01,16.561
1974-10-01,7.507999999999999
1974-11-01,4.821000000000001
1974-12-01,2.161
1975-01-01,1.543
1975-02-01,0.099
1975-03-01,7.667000000000001
1975-04-01,10.058
1975-05-01,17.243
1975-06-01,18.786
1975-07-01,20.758000000000006
1975-08-01,19.899
1975-09-01,18.178
1975-10-01,10.224
1975-11-01,3.031
1975-12-01,-0.003
1976-01-01,-0.936
1976-02-01,-1.2009999999999998
1976-03-01,1.819
1976-04-01,11.093
1976-05-01,15.241
1976-06-01,18.232
1976-07-01,21.426
1976-08-01,17.511
1976-09-01,15.007
1976-10-01,11.327
1976-11-01,6.355
1976-12-01,-0.0879999999999999
1977-01-01,-0.2969999999999999
1977-02-01,3.975
1977-03-01,8.247
1977-04-01,9.01
1977-05-01,16.073
1977-06-01,19.282
1977-07-01,19.891
1977-08-01,19.191
1977-09-01,13.866
1977-10-01,11.095
1977-11-01,5.1770000000000005
1977-12-01,-2.099
1978-01-01,-0.7129999999999999
1978-02-01,-0.239
1978-03-01,6.414
1978-04-01,9.434
1978-05-01,13.563
1978-06-01,17.826999999999995
1978-07-01,18.696
1978-08-01,18.196
1978-09-01,14.428
1978-10-01,10.41
1978-11-01,2.135
1978-12-01,0.638
1979-01-01,-3.0780000000000003
1979-02-01,1.301
1979-03-01,7.212999999999999
1979-04-01,9.154
1979-05-01,16.909000000000002
1979-06-01,21.476
1979-07-01,18.51
1979-08-01,19.199
1979-09-01,16.758
1979-10-01,8.741999999999999
1979-11-01,5.099
1979-12-01,3.256
1980-01-01,-4.291
1980-02-01,1.068
1980-03-01,4.43
1980-04-01,8.184000000000001
1980-05-01,12.989
1980-06-01,17.942999999999994
1980-07-01,19.06900000000001
1980-08-01,19.387
1980-09-01,14.862
1980-10-01,10.552
1980-11-01,3.257
1980-12-01,-0.7829999999999999
1981-01-01,-3.605
1981-02-01,0.4340000000000001
1981-03-01,7.928
1981-04-01,9.55
1981-05-01,15.625
1981-06-01,19.895
1981-07-01,19.843
1981-08-01,19.576
1981-09-01,16.746000000000002
1981-10-01,11.528
1981-11-01,3.929
1981-12-01,-0.685
1982-01-01,-4.489
1982-02-01,-1.6769999999999998
1982-03-01,5.202999999999999
1982-04-01,7.782999999999999
1982-05-01,16.52
1982-06-01,19.484
1982-07-01,20.714
1982-08-01,20.858
1982-09-01,19.188
1982-10-01,11.602
1982-11-01,4.924
1982-12-01,2.9040000000000004
1983-01-01,2.6540000000000004
1983-02-01,-0.499
1983-03-01,6.714
1983-04-01,12.632
1983-05-01,17.479
1983-06-01,18.739
1983-07-01,22.452
1983-08-01,20.724
1983-09-01,16.448
1983-10-01,9.886
1983-11-01,1.614
1983-12-01,-0.433
1984-01-01,-0.22
1984-02-01,0.4370000000000001
1984-03-01,4.345
1984-04-01,10.293
1984-05-01,15.316
1984-06-01,17.282999999999998
1984-07-01,19.061
1984-08-01,20.032
1984-09-01,16.851
1984-10-01,12.021
1984-11-01,5.184
1984-12-01,-1.084
1985-01-01,-6.455
1985-02-01,-6.033
1985-03-01,4.476
1985-04-01,10.791
1985-05-01,16.654
1985-06-01,16.528
1985-07-01,20.724
1985-08-01,20.734
1985-09-01,15.629
1985-10-01,9.499
1985-11-01,3.354
1985-12-01,3.378
1986-01-01,-0.4789999999999999
1986-02-01,-3.282
1986-03-01,3.931
1986-04-01,12.363
1986-05-01,17.7
1986-06-01,18.753
1986-07-01,19.813
1986-08-01,21.174
1986-09-01,16.055999999999997
1986-10-01,9.732
1986-11-01,4.466
1986-12-01,-1.703
1987-01-01,-5.316
1987-02-01,0.17
1987-03-01,-0.0949999999999997
1987-04-01,10.241
1987-05-01,14.143
1987-06-01,19.493
1987-07-01,22.81900000000001
1987-08-01,18.171
1987-09-01,18.07
1987-10-01,10.903
1987-11-01,5.257000000000001
1987-12-01,1.064
1988-01-01,2.4970000000000003
1988-02-01,2.757
1988-03-01,4.159
1988-04-01,9.836
1988-05-01,16.183
1988-06-01,18.206
1988-07-01,22.425
1988-08-01,20.745
1988-09-01,15.853
1988-10-01,9.487
1988-11-01,-0.8920000000000003
1988-12-01,0.995
1989-01-01,-0.978
1989-02-01,3.379
1989-03-01,7.935
1989-04-01,12.543
1989-05-01,15.356
1989-06-01,17.134
1989-07-01,20.814
1989-08-01,20.067
1989-09-01,16.375
1989-10-01,10.648
1989-11-01,3.565
1989-12-01,0.831
1990-01-01,-0.1739999999999999
1990-02-01,4.9830000000000005
1990-03-01,9.17
1990-04-01,10.315
1990-05-01,16.514
1990-06-01,18.708
1990-07-01,20.479000000000006
1990-08-01,21.12
1990-09-01,14.136
1990-10-01,10.626
1990-11-01,5.665
1990-12-01,0.001
1991-01-01,-0.2749999999999999
1991-02-01,-2.753
1991-03-01,7.2799999999999985
1991-04-01,9.018
1991-05-01,12.691
1991-06-01,18.937
1991-07-01,21.897
1991-08-01,20.157
1991-09-01,16.899
1991-10-01,9.462
1991-11-01,5.412999999999999
1991-12-01,-2.815
1992-01-01,-0.522
1992-02-01,2.072
1992-03-01,5.64
1992-04-01,11.373
1992-05-01,15.945
1992-06-01,20.032
1992-07-01,21.908
1992-08-01,25.303
1992-09-01,16.186
1992-10-01,9.582
1992-11-01,5.2410000000000005
1992-12-01,-0.6199999999999999
1993-01-01,-0.5
1993-02-01,-2.144
1993-03-01,3.588
1993-04-01,10.512
1993-05-01,18.728
1993-06-01,19.78
1993-07-01,20.208
1993-08-01,21.427
1993-09-01,15.565
1993-10-01,11.59
1993-11-01,1.479
1993-12-01,2.415
1994-01-01,2.608
1994-02-01,1.48
1994-03-01,7.741
1994-04-01,11.129
1994-05-01,15.851
1994-06-01,19.642
1994-07-01,23.725
1994-08-01,22.18
1994-09-01,19.093
1994-10-01,9.072
1994-11-01,5.431
1994-12-01,1.037
1995-01-01,-1.379
1995-02-01,5.025
1995-03-01,5.01
1995-04-01,10.331
1995-05-01,15.213
1995-06-01,18.596
1995-07-01,23.405
1995-08-01,20.305
1995-09-01,14.74
1995-10-01,11.323
1995-11-01,1.825
1995-12-01,-0.346
1996-01-01,-2.347
1996-02-01,-3.092
1996-03-01,1.4660000000000002
1996-04-01,11.263
1996-05-01,17.526
1996-06-01,20.043
1996-07-01,19.362
1996-08-01,20.287
1996-09-01,12.635000000000002
1996-10-01,10.773
1996-11-01,7.361000000000001
1996-12-01,-2.0380000000000003
1997-01-01,-2.254
1997-02-01,1.601
1997-03-01,4.843
1997-04-01,7.229
1997-05-01,16.480999999999998
1997-06-01,19.421
1997-07-01,19.734
1997-08-01,20.594
1997-09-01,15.712
1997-10-01,7.877000000000001
1997-11-01,5.605
1997-12-01,1.83
1998-01-01,2.0420000000000003
1998-02-01,4.359999999999999
1998-03-01,3.699
1998-04-01,11.827
1998-05-01,15.358
1998-06-01,20.334
1998-07-01,21.115
1998-08-01,20.945
1998-09-01,15.149
1998-10-01,10.97
1998-11-01,2.555
1998-12-01,-4.202999999999999
1999-01-01,-0.647
1999-02-01,-0.0959999999999999
1999-03-01,6.776
1999-04-01,12.062
1999-05-01,15.805
1999-06-01,19.762
1999-07-01,21.977
1999-08-01,20.012
1999-09-01,18.488
1999-10-01,10.457
1999-11-01,3.169
1999-12-01,-0.0969999999999999
2000-01-01,-2.735
2000-02-01,2.707
2000-03-01,5.417000000000001
2000-04-01,13.741
2000-05-01,17.92
2000-06-01,20.959
2000-07-01,20.16
2000-08-01,22.849
2000-09-01,15.523
2000-10-01,13.252
2000-11-01,8.363999999999999
2000-12-01,2.155
2001-01-01,0.6110000000000002
2001-02-01,2.469
2001-03-01,7.518
2001-04-01,10.503
2001-05-01,17.55
2001-06-01,17.82
2001-07-01,21.59800000000001
2001-08-01,22.218000000000004
2001-09-01,14.629
2001-10-01,12.978
2001-11-01,2.6910000000000003
2001-12-01,-5.003
2002-01-01,-0.855
2002-02-01,4.706
2002-03-01,7.292000000000001
2002-04-01,10.964
2002-05-01,18.854
2002-06-01,20.991
2002-07-01,23.337
2002-08-01,21.275
2002-09-01,15.461
2002-10-01,9.714
2002-11-01,7.079
2002-12-01,-1.6130000000000002
2003-01-01,-2.846
2003-02-01,-4.683
2003-03-01,4.468
2003-04-01,10.046
2003-05-01,19.632
2003-06-01,22.5
2003-07-01,22.207
2003-08-01,23.548
2003-09-01,16.205000000000002
2003-10-01,8.0
2003-11-01,6.732
2003-12-01,0.289
2004-01-01,-2.74
2004-02-01,1.153
2004-03-01,5.461
2004-04-01,11.575
2004-05-01,14.548
2004-06-01,19.002
2004-07-01,21.179
2004-08-01,20.851
2004-09-01,15.566
2004-10-01,11.564
2004-11-01,5.4910000000000005
2004-12-01,0.802
2005-01-01,-0.3839999999999999
2005-02-01,-3.102
2005-03-01,3.395
2005-04-01,11.269
2005-05-01,16.667
2005-06-01,19.051
2005-07-01,21.366
2005-08-01,19.702
2005-09-01,17.083000000000002
2005-10-01,11.134
2005-11-01,3.873
2005-12-01,0.544
2006-01-01,-2.907
2006-02-01,-1.158
2006-03-01,3.748
2006-04-01,12.186
2006-05-01,15.527
2006-06-01,19.482
2006-07-01,23.376
2006-08-01,19.11
2006-09-01,17.671
2006-10-01,12.022
2006-11-01,6.9110000000000005
2006-12-01,2.069
2007-01-01,4.267
2007-02-01,4.4060000000000015
2007-03-01,8.416
2007-04-01,12.553
2007-05-01,17.874000000000002
2007-06-01,21.855
2007-07-01,23.378
2007-08-01,22.349
2007-09-01,14.257
2007-10-01,10.055
2007-11-01,3.494
2007-12-01,-1.04
2008-01-01,0.7070000000000003
2008-02-01,3.447
2008-03-01,6.454
2008-04-01,11.431
2008-05-01,16.79
2008-06-01,20.901
2008-07-01,21.231
2008-08-01,21.499
2008-09-01,15.273
2008-10-01,11.824000000000002
2008-11-01,6.439
2008-12-01,2.5740000000000003
2009-01-01,-1.871
2009-02-01,1.011
2009-03-01,5.577000000000001
2009-04-01,14.467
2009-05-01,17.096
2009-06-01,19.165
2009-07-01,22.69
2009-08-01,22.174
2009-09-01,18.514
2009-10-01,10.591
2009-11-01,6.9270000000000005
2009-12-01,1.431
2010-01-01,-1.974
2010-02-01,0.637
2010-03-01,6.016
2010-04-01,11.279000000000002
2010-05-01,15.983
2010-06-01,19.664
2010-07-01,22.858
2010-08-01,20.908
2010-09-01,14.684
2010-10-01,7.850999999999999
2010-11-01,8.03
2010-12-01,-1.696
2011-01-01,-0.631
2011-02-01,-0.7040000000000001
2011-03-01,5.934
2011-04-01,12.757
2011-05-01,16.471
2011-06-01,20.547
2011-07-01,20.9
2011-08-01,22.314
2011-09-01,19.276
2011-10-01,9.846
2011-11-01,2.256
2011-12-01,2.091
2012-01-01,0.4130000000000002
2012-02-01,-4.238
2012-03-01,7.388
2012-04-01,12.09
2012-05-01,17.136
2012-06-01,21.158
2012-07-01,23.715
2012-08-01,22.778
2012-09-01,18.281
2012-10-01,10.972
2012-11-01,7.073
2012-12-01,-1.095
2013-01-01,-0.518
2013-02-01,1.958
2013-03-01,3.4560000000000004
2013-04-01,12.316
2013-05-01,16.866
2013-06-01,20.253
2013-07-01,22.546
2013-08-01,22.659
